house,state,mp_name,allocated_amount,constituency,elected_nominated,total_calamity_donated,calamity_count,true_budget
LS,The Dadra And Nagar Haveli And Daman And Diu,Patel Umeshbhai Babubhai,245063957.0,DAMAN and DIU,,0.0,0,245063957.0
LS,West Bengal,Pathan Yusuf,147000000.0,BAHARAMPUR,,0.0,0,147000000.0
LS,Assam,Phani Bhusan Choudhury,147000000.0,BARPETA,,0.0,0,147000000.0
LS,Maharashtra,Piyush Vedprakash Goyal,147000000.0,MUMBAI NORTH,,0.0,0,147000000.0
LS,Andhra Pradesh,Prabhakar Reddy Vemireddy,147000000.0,NELLORE(SC),,0.0,0,147000000.0
LS,Gujarat,Prabhubhai Nagarbhai Vasava,147000000.0,BARDOLI(ST),,0.0,0,147000000.0
LS,Assam,Pradan Baruah,147000000.0,LAKHIMPUR,,0.0,0,147000000.0
LS,Bihar,Pradeep Kumar Singh,147000000.0,ARARIA,,0.0,0,147000000.0
LS,Odisha,Pradeep Purohit,147000000.0,BARGARH,,0.0,0,147000000.0
LS,Assam,Pradyut Bordoloi,98000000.0,NOWGONG,,0.0,0,98000000.0
LS,Karnataka,Pralhad Venkatesh Joshi,147000000.0,DHARWAD,,0.0,0,147000000.0
LS,Maharashtra,Praniti Sushilkumar Shinde,147000000.0,SOLAPUR(SC),,0.0,0,147000000.0
LS,West Bengal,Prasun Banerjee,147000000.0,HOWRAH,,0.0,0,147000000.0
LS,Odisha,Pratap Chandra Sarangi,147064254.11,BALASORE,,0.0,0,147064254.11
LS,Maharashtra,Prataprao Jadhav,147000000.0,BULDHANA,,0.0,0,147000000.0
LS,West Bengal,Pratima Mondal,147000000.0,JOYNAGAR(SC),,0.0,0,147000000.0
LS,Delhi,Praveen Khandelwal,147470276.0,CHANDINI CHOWK,,0.0,0,147470276.0
LS,Uttar Pradesh,Praveen Patel,151559884.09,PHULPUR,,0.0,0,151559884.09
LS,Uttar Pradesh,Priya Saroj,147000000.0,MACHHLISHAHR(SC),,0.0,0,147000000.0
LS,Kerala,Priyanka Gandhi Vadra,122500000.0,WAYANAD,,0.0,0,122500000.0
LS,Karnataka,Priyanka Satish Jarkiholi,147000000.0,CHIKKODI,,0.0,0,147000000.0
LS,West Bengal,Prof Sougata Ray,147000000.0,DUM DUM,,0.0,0,147000000.0
LS,Uttar Pradesh,Prof SP Singh Baghel,147000000.0,AGRA(SC),,0.0,0,147000000.0
LS,Uttar Pradesh,Pushpendra Saroj,147000000.0,KAUSHAMBI(SC),,0.0,0,147000000.0
LS,Andhra Pradesh,Putta Mahesh Kumar,147000000.0,ELURU,,0.0,0,147000000.0
LS,Uttar Pradesh,R.K. Chaudhary,147000000.0,MOHANLALGANJ(SC),,0.0,0,147000000.0
LS,Odisha,Rabindra Narayan Behera,147064617.11,JAJPUR(SC),,0.0,0,147064617.11
LS,West Bengal,Rachna Banerjee,147000000.0,HOOGHLY,,0.0,0,147000000.0
LS,Bihar,Radha Mohan Singh,147000000.0,PURVI CHAMPARAN,,0.0,0,147000000.0
LS,Karnataka,Radhakrishna,147000000.0,GULBARGA(SC),,0.0,0,147000000.0
LS,Chhattisgarh,Radhe Shyam Rathiya,159706972.09,RAIGARH(ST),,0.0,0,159706972.09
LS,Uttar Pradesh,Rahul Gandhi,147000000.0,RAE BARELI,,0.0,0,147000000.0
LS,Rajasthan,Rahul Kaswan,147000000.0,CHURU,,0.0,0,147000000.0
LS,Madhya Pradesh,Rahul Singh Lodhi,163058785.37,DAMOH,,0.0,0,163058785.37
LS,Bihar,Raj Bhushan Choudhary,147000000.0,MUZAFFARPUR,,0.0,0,147000000.0
LS,Rajasthan,Raj Kumar Roat,147000000.0,BANSWARA(ST),,0.0,0,147000000.0
LS,Bihar,Raja Ram Singh,147000000.0,KARAKAT,,0.0,0,147000000.0
LS,Maharashtra,Rajabhau,152878682.11,NASHIK,,0.0,0,152878682.11
LS,Himachal Pradesh,Rajeev Bhardwaj,179388967.11,KANGRA,,0.0,0,179388967.11
LS,Uttar Pradesh,Rajeev Rai,147000000.0,GHOSI,,0.0,0,147000000.0
LS,Bihar,Rajesh Ranjan Alias Pappu Yadav,147000000.0,PURNEA,,0.0,0,147000000.0
LS,Bihar,Rajesh Verma,147000000.0,KHAGARIA,,0.0,0,147000000.0
LS,Gujarat,Rajeshbhai Naranbhai Chudasama,147000000.0,JUNAGADH,,0.0,0,147000000.0
LS,Bihar,Rajiv Pratap Rudy,147000000.0,SARAN,,0.0,0,147000000.0
LS,Bihar,Rajiv Ranjan (Lalan) Singh,147000000.0,MUNGER,,0.0,0,147000000.0
LS,Uttar Pradesh,Rajkumar Chahar,147000000.0,FATEHPUR SIKRI,,0.0,0,147000000.0
LS,Uttar Pradesh,Rajnath Singh,154808797.11,LUCKNOW,,0.0,0,154808797.11
LS,Gujarat,Rajpalsinh Mahendrasinh Jadav,147000000.0,PANCHMAHAL,,0.0,0,147000000.0
LS,West Bengal,Raju Bista,147000000.0,DARJEELING,,0.0,0,147000000.0
LS,Uttar Pradesh,Rakesh Rathor,147000000.0,SITAPUR,,0.0,0,147000000.0
LS,Assam,Rakibul Hussain,147000000.0,DHUBRI,,0.0,0,147000000.0
LS,Uttar Pradesh,Ram Prasad Chaudhary,204176957.11,BASTI,,0.0,0,204176957.11
LS,Uttar Pradesh,Ram Shiromani,151746878.11,SHRAWASTI,,0.0,0,151746878.11
LS,Telangana,Ramasahayam Raghuram Reddy,147000000.0,KHAMMAM,,0.0,0,147000000.0
LS,Uttar Pradesh,Ramashankar Rajbhar,160056927.07,SALEMPUR,,0.0,0,160056927.07
LS,Uttar Pradesh,Rambhual Nishad,151231957.11,SULTANPUR,,0.0,0,151231957.11
LS,Uttar Pradesh,Ramesh Awasthi,147000000.0,KANPUR,,0.0,0,147000000.0
LS,Karnataka,Ramesh Chandappa Jigajinagi,269500000.0,BIJAPUR(SC),,0.0,0,269500000.0
LS,Bihar,Ramprit Mandal,147000000.0,JHANJHARPUR,,0.0,0,147000000.0
LS,Delhi,Ramvir Singh Bidhuri,147559100.0,SOUTH DELHI,,0.0,0,147559100.0
LS,Assam,Ranjit Dutta,147000000.0,Sonitpur,,0.0,0,147000000.0
LS,Haryana,Rao Inderjit Singh,147000000.0,GURGAON,,0.0,0,147000000.0
LS,Rajasthan,Rao Rajendra Singh,147000000.0,JAIPUR RURAL,,0.0,0,147000000.0
LS,Bihar,Ravi Shankar Prasad,147000000.0,PATNA SAHIB,,0.0,0,147000000.0
LS,Maharashtra,Ravindra Dattaram Waikar,147000000.0,MUMBAI NORTH WEST,,0.0,0,147000000.0
LS,Uttar Pradesh,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,147000000.0,GORAKHPUR,,0.0,0,147000000.0
LS,Maharashtra,Ravindra Vasantrao Chavan,147000000.0,NANDED,,0.0,0,147000000.0
LS,Mizoram,Richard Vanlalhmangaiha,147000000.0,MIZORAM (ST),,0.0,0,147000000.0
LS,Tamil Nadu,Robert Bruce C,147475440.11,TIRUNELVELI,,0.0,0,147475440.11
LS,Madhya Pradesh,Rodmal Nagar,147000000.0,RAJGARH,,0.0,0,147000000.0
LS,Chhattisgarh,Roop Kumari Choudhary,153035414.0,MAHASAMUND,,0.0,0,153035414.0
LS,Uttar Pradesh,Ruchi Vira,147000000.0,MORADABAD,,0.0,0,147000000.0
LS,Odisha,Rudra Narayan Pany,155013957.11,DHENKANAL,,0.0,0,155013957.11
LS,Nagaland,S Supongmeren Jamir,147000000.0,NAGALAND,,0.0,0,147000000.0
LS,Tamil Nadu,S Venkatesan,147000000.0,MADURAI,,0.0,0,147000000.0
LS,Tamil Nadu,S. Jagathrakshakan,180589332.34,ARAKKONAM,,0.0,0,180589332.34
LS,Tamil Nadu,Sachithanantham R,147000000.0,DINDIGUL,,0.0,0,147000000.0
LS,Karnataka,Sagar Eshwar Khandre,147000000.0,BIDAR,,0.0,0,147000000.0
LS,Meghalaya,Saleng A Sangma,147000000.0,TURA,,0.0,0,147000000.0
LS,Odisha,Sambit Patra,147000000.0,PURI,,0.0,0,147000000.0
LS,Uttar Pradesh,Sanatan Pandey,180420041.4,BALLIA,,0.0,0,180420041.4
LS,Maharashtra,Sanjay Dina Patil,147000000.0,MUMBAI NORTH EAST,,0.0,0,147000000.0
LS,Maharashtra,Sanjay Haribhau Jadhav,147000000.0,PARBHANI,,0.0,0,147000000.0
LS,Bihar,Sanjay Jaiswal,147000000.0,PASCHIM CHAMPARAN,,0.0,0,147000000.0
LS,Telangana,Sanjay Kumar Bandi,172775317.11,KARIMNAGAR,,0.0,0,172775317.11
LS,Jharkhand,Sanjay Seth,147064357.11,RANCHI,,0.0,0,147064357.11
LS,Maharashtra,Sanjay Uttamrao Deshmukh,185640423.0,YAVATMAL-WASHIM,,0.0,0,185640423.0
LS,Rajasthan,Sanjna Jatav,147000000.0,BHARATPUR(SC),,0.0,0,147000000.0
LS,Chhattisgarh,Santosh Pandey,147000000.0,RAJNANDGAON,,0.0,0,147000000.0
LS,Odisha,Saptagiri Sankar Ulaka,269500000.0,KORAPUT(ST),,0.0,0,269500000.0
LS,Punjab,Sarabjeet Singh Khalsa,150850348.15,FARIDKOT(SC),,0.0,0,150850348.15
LS,Tamil Nadu,Sasikanth Senthil,171500000.0,TIRUVALLUR(SC),,0.0,0,171500000.0
LS,Haryana,Satpal Brahamchari,147000000.0,SONEPAT,,0.0,0,147000000.0
LS,West Bengal,Saumitra khan,147000000.0,BISHNUPUR(SC),,0.0,0,147000000.0
LS,Madhya Pradesh,Savitri Thakur,147000000.0,DHAR(ST),,0.0,0,147000000.0
LS,West Bengal,Sayani Ghosh,147000000.0,JADAVPUR,,0.0,0,147000000.0
LS,Haryana,Selja,147000000.0,SIRSA(SC),,0.0,0,147000000.0
LS,Tamil Nadu,Selvaganapathi T M,147000000.0,SALEM,,0.0,0,147000000.0
LS,Tamil Nadu,Selvaraj V,147000000.0,NAGAPATTINAM(SC),,0.0,0,147000000.0
LS,Kerala,Shafi Parambil,147000000.0,VADAKARA,,5000000.0,2,142000000.0
LS,Bihar,Shambhavi,147000000.0,SAMASTIPUR(SC),,0.0,0,147000000.0
LS,Madhya Pradesh,Shankar Lalwani,147000000.0,INDORE,,0.0,0,147000000.0
LS,Uttar Pradesh,Shashank Mani,147000000.0,DEORIA,,0.0,0,147000000.0
LS,West Bengal,Shatrughan Sinha,147000000.0,ASANSOL,,0.0,0,147000000.0
LS,Punjab,Sher Singh Ghubaya,147000000.0,FIROZPUR,,0.0,0,147000000.0
LS,Madhya Pradesh,Shivmangal Singh Tomar,147000000.0,MORENA,,0.0,0,147000000.0
LS,Madhya Pradesh,Shivraj Singh Chouhan,147000000.0,VIDISHA,,0.0,0,147000000.0
LS,Karnataka,Shobha Karandlaje,147000000.0,BANGALORE NORTH,,0.0,0,147000000.0
LS,Gujarat,Shobhanaben Mahendrasinh Baraiya,147000000.0,SABARKANTHA,,0.0,0,147000000.0
LS,Karnataka,Shreyas. M. Patel,147000000.0,HASSAN,,0.0,0,147000000.0
LS,Haryana,Shri Dharambir Singh,147000000.0,BHIWANI MAHENDRAGARH,,0.0,0,147000000.0
LS,West Bengal,Shri Abhishek Banerjee,147000000.0,DIAMOND HARBOUR,,0.0,0,147000000.0
LS,Punjab,Shri Amar Singh,147000000.0,FATEHGARH SAHIB(SC),,0.0,0,147000000.0
LS,Gujarat,Shri Amit Shah,147000000.0,GANDHINAGAR,,0.0,0,147000000.0
LS,Madhya Pradesh,Shri Anil Firojiya,147000000.0,UJJAIN(SC),,0.0,0,147000000.0
LS,Rajasthan,Shri Arjun Ram Meghwal,147000000.0,BIKANER(SC),,0.0,0,147000000.0
LS,Uttar Pradesh,Shri Arun Kumar Sagar,147000000.0,SHAHJAHANPUR(SC),,0.0,0,147000000.0
LS,Karnataka,Shri B Y Raghavendra,147000000.0,SHIMOGA,,0.0,0,147000000.0
LS,Kerala,Shri Benny Behanan,164674770.11,CHALAKUDY,,0.0,0,164674770.11
LS,Odisha,Shri Bhartruhari Mahtab,147000000.0,CUTTACK,,0.0,0,147000000.0
LS,Jharkhand,Shri Chandra Prakash Choudhary,147000000.0,GIRIDIH,,0.0,0,147000000.0
LS,West Bengal,Shri Deepak (Dev) Adhikari,200747364.0,GHATAL,,0.0,0,200747364.0
LS,Punjab,Shri Gurjeet Singh Aujla,147000000.0,AMRITSAR,,7067400.0,1,139932600.0
LS,Rajasthan,Shri Hanuman Beniwal,147000000.0,NAGAUR,,0.0,0,147000000.0
LS,Kerala,Shri Hibi Eden,162177260.11,ERNAKULAM,,0.0,0,162177260.11
LS,Bihar,Shri Janardan Singh Sigriwal,147000000.0,MAHARAJGANJ_BR,,0.0,0,147000000.0
LS,Odisha,Shri Jual Oram,173096756.91,SUNDARGARH (ST),,10000000.0,1,163096756.91
LS,Jammu And Kashmir,Shri Jugal Kishore Sharma,147000000.0,JAMMU,,0.0,0,147000000.0
LS,West Bengal,Shri Jyotirmay Singh Mahato,147000000.0,PURULIA,,0.0,0,147000000.0
LS,Tamil Nadu,Shri Karti P Chidambaram,159049284.11,SIVAGANGA,,0.0,0,159049284.11
LS,Kerala,Shri Kumbakudi Sudhakaran,147000000.0,KANNUR,,0.0,0,147000000.0
LS,Karnataka,Shri LS Tejasvi Surya,147000000.0,BANGALORE SOUTH,,0.0,0,147000000.0
LS,Kerala,Shri M K Raghavan,147000000.0,KOZHIKODE,,0.0,0,147000000.0
LS,Uttar Pradesh,Shri Narendra Modi,162070276.11,VARANASI,,0.0,0,162070276.11
LS,Kerala,Shri NK Premachandran,171477994.11,KOLLAM,,2000000.0,2,169477994.11
LS,Rajasthan,Shri PP Chaudhary,147000000.0,PALI,,0.0,0,147000000.0
LS,Kerala,Shri Rajmohan Unnithan,156754633.11,KASARAGOD,,0.0,0,156754633.11
LS,Assam,Shri Sarbananda Sonowal,147000000.0,DIBRUGARH,,0.0,0,147000000.0
LS,Uttar Pradesh,Shri Satish Kumar Gautam,147000000.0,ALIGARH,,0.0,0,147000000.0
LS,West Bengal,Shri Shantanu Thakur,147000000.0,BANGAON(SC),,0.0,0,147000000.0
LS,Madhya Pradesh,Shri Sudheer Gupta,148988014.83,MANDSOUR,,0.0,0,148988014.83
LS,Kerala,Shri Suresh Kodikunnil,172429519.11,MAVELIKKARA(SC),,0.0,0,172429519.11
LS,Arunachal Pradesh,Shri Tapir Gao,147000000.0,ARUNACHAL EAST,,0.0,0,147000000.0
LS,Tamil Nadu,Shri vijayakumar Vasanth,171500000.0,KANNIYAKUMARI,,0.0,0,171500000.0
LS,Maharashtra,Shrikant Eknath Shinde,147000000.0,KALYAN,,0.0,0,147000000.0
LS,Maharashtra,Shrimant Chh Udayanraje Pratapsinhamaharaj Bhonsle,147000000.0,SATARA,,0.0,0,147000000.0
LS,Goa,Shripad Yesso Naik,147000000.0,NORTH GOA,,0.0,0,147000000.0
LS,Maharashtra,Shrirang Appa Barne,147000000.0,MAVAL,,0.0,0,147000000.0
LS,Maharashtra,Shyamkumar,147000000.0,RAMTEK(SC),,0.0,0,147000000.0
LS,Andhra Pradesh,Sivanath Kesineni,159864032.49,VIJAYAWADA,,0.0,0,159864032.49
LS,West Bengal,Sk Nurul Islam,49000000.0,BASIRHAT,,0.0,0,49000000.0
LS,Maharashtra,Smita Uday Wagh,148107373.11,JALGAON,,0.0,0,148107373.11
LS,Uttar Pradesh,Smt Anupriya Patel,147000000.0,MIRZAPUR,,0.0,0,147000000.0
LS,Odisha,Smt Aparajita Sarangi,147420861.41,BHUBANESWAR,,0.0,0,147420861.41
LS,Uttar Pradesh,Smt Dimple Yadav,192042469.11,MAINPURI,,0.0,0,192042469.11
LS,Punjab,Smt Harsimrat Kaur Badal,159775982.39,BHATINDA,,0.0,0,159775982.39
LS,Uttar Pradesh,Smt Hema Malini,147000000.0,MATHURA,,0.0,0,147000000.0
LS,Madhya Pradesh,Smt Himadri Singh,150724861.11,SHAHDOL (ST),,0.0,0,150724861.11
LS,Gujarat,Smt Poonamben Hematbhai Maadam,147000000.0,JAMNAGAR,,0.0,0,147000000.0
LS,Maharashtra,Smt Raksha Nikhil Khadse,153112586.11,RAVER,,0.0,0,153112586.11
LS,Tamil Nadu,Smt S Jothimani,147000000.0,KARUR,,0.0,0,147000000.0
LS,West Bengal,Smt Sajda Ahmed,147000000.0,ULUBERIA,,0.0,0,147000000.0
LS,Madhya Pradesh,Smt Sandhya Ray,147000000.0,BHIND(SC),,0.0,0,147000000.0
LS,Odisha,Smt Sangeeta Kumari Singh Deo,147000000.0,BOLANGIR,,0.0,0,147000000.0
LS,West Bengal,Smt Satabdi Roy,147000000.0,BIRBHUM,,0.0,0,147000000.0
LS,Maharashtra,Smt Supriya Sadanand Sule,147000000.0,BARAMATI,,0.0,0,147000000.0
LS,Bihar,Smt Veena Devi,147000000.0,VAISHALI,,0.0,0,147000000.0
LS,Andhra Pradesh,Sribharat MathuKumli,164841922.0,VISAKHAPATNAM,,0.0,0,164841922.0
LS,Bihar,Sudama Prasad,147000000.0,ARRAH,,0.0,0,147000000.0
LS,Tamil Nadu,Sudha R,147332315.11,MAYILADUTHURAI,,0.0,0,147332315.11
LS,Bihar,Sudhakar Singh,185211956.54,BUXAR,,0.0,0,185211956.54
LS,West Bengal,Sudip Bandyopadhyay,147000000.0,KOLKATA UTTAR,,0.0,0,147000000.0
LS,Odisha,Sukanta Kumar Panigrahi,190712424.11,KANDHAMAL,,0.0,0,190712424.11
LS,Jharkhand,Sukhdeo Bhagat,171821957.11,LOHARDAGA(ST),,0.0,0,171821957.11
LS,Punjab,Sukhjinder Singh Randhawa,147000000.0,GURDASPUR,,0.0,0,147000000.0
LS,Karnataka,Sunil Bose,147000000.0,CHAMARAJANAGAR(SC),,0.0,0,147000000.0
LS,Maharashtra,Sunil Dattatray Tatkare,147000000.0,RAIGAD,,0.0,0,147000000.0
LS,Bihar,Sunil Kumar,147000000.0,VALMIKI NAGAR,,0.0,0,147000000.0
LS,Bihar,Surendra Prasad Yadav,155325714.0,JAHANABAD,,0.0,0,155325714.0
LS,Kerala,Suresh Gopi,147000000.0,THRISSUR,,0.0,0,147000000.0
LS,Himachal Pradesh,Suresh Kumar Kashyap,153563957.11,SHIMLA (SC),,0.0,0,153563957.11
LS,Telangana,Suresh Kumar Shetkar,147000000.0,ZAHIRABAD,,0.0,0,147000000.0
LS,Uttar Pradesh,Swami Sachchidanandhari Sakshi ji Maharaj,147000000.0,UNNAO,,0.0,0,147000000.0
LS,Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian,147000000.0,CHENNAI SOUTH,,0.0,0,147000000.0
LS,Andhra Pradesh,Tangella Uday Srinivas,199417886.76,KAKINADA,,0.0,0,199417886.76
LS,Uttar Pradesh,Tanuj Punia,148198170.11,BARABANKI(SC),,0.0,0,148198170.11
LS,Bihar,Tariq Anwar,147000000.0,KATIHAR,,0.0,0,147000000.0
LS,Tamil Nadu,Thalikkottai Rajuthevar Baalu,196905535.11,SRIPERUMBUDUR,,0.0,0,196905535.11
LS,Tamil Nadu,Thanga Tamilselvan,167755939.81,THENI,,0.0,0,167755939.81
LS,Tamil Nadu,Tharaniventhan M S,168337124.35,ARANI,,0.0,0,168337124.35
LS,Tamil Nadu,Thiru Dayanidhi Maran,147000000.0,CHENNAI CENTRAL,,0.0,0,147000000.0
LS,Tamil Nadu,Thirumaa Valavan Thol,147000000.0,CHIDAMBARAM(SC),,0.0,0,147000000.0
LS,Chhattisgarh,Tokhan Sahu,147000000.0,BILASPUR,,0.0,0,147000000.0
LS,Uttarakhand,Trivendra Singh Rawat,147000000.0,HARDWAR,,0.0,0,147000000.0
LS,Uttar Pradesh,Ujjwal Raman Singh,147000000.0,ALLAHABAD,,0.0,0,147000000.0
LS,Rajasthan,Ummeda Ram Beniwal,147000000.0,BARMER,,0.0,0,147000000.0
LS,Uttar Pradesh,Utkarsh Verma Madhur,147000000.0,KHERI,,0.0,0,147000000.0
